1985,1116,1234,09,08,1
1985,1120,1345,11,06,5
1985,1207,1250,01,16,-15
1985,1229,1425,09,08,1
1985,1242,1325,03,14,-11
1985,1246,1449,12,05,7
1985,1256,1338,05,12,-7
1985,1260,1233,04,13,-9
1985,1314,1292,02,15,-13
1985,1323,1333,07,10,-3
1985,1326,1235,04,13,-9
1985,1328,1299,01,16,-15
1985,1374,1330,05,12,-7
1985,1385,1380,01,16,-15
1985,1396,1439,08,09,-1
1985,1424,1361,04,13,-9
1985,1104,1112,07,10,-3
1985,1130,1403,11,06,5
1985,1181,1337,03,14,-11
1985,1208,1455,06,11,-5
1985,1210,1273,02,15,-13
1985,1228,1318,03,14,-11
1985,1268,1275,05,12,-7
1985,1272,1335,02,15,-13
1985,1276,1192,01,16,-15
1985,1298,1261,13,04,9
1985,1301,1305,03,14,-11
1985,1393,1177,07,10,-3
1985,1412,1277,07,10,-3
1985,1431,1409,11,06,5
1985,1433,1267,02,15,-13
1985,1437,1173,08,09,-1
1985,1120,1242,11,03,8
1985,1207,1396,01,08,-7
1985,1246,1424,12,04,8
1985,1256,1326,05,04,1
1985,1260,1374,04,05,-1
1985,1314,1323,02,07,-5
1985,1328,1229,01,09,-8
1985,1385,1116,01,09,-8
1985,1104,1433,07,02,5
1985,1130,1181,11,03,8
1985,1210,1393,02,07,-5
1985,1228,1208,03,06,-3
1985,1268,1298,05,13,-8
1985,1272,1412,02,07,-5
1985,1301,1431,03,11,-8
1985,1437,1276,08,01,7
1985,1207,1260,01,04,-3
1985,1210,1228,02,03,-1
1985,1272,1130,02,11,-9
1985,1328,1256,01,05,-4
1985,1301,1104,03,07,-4
1985,1314,1120,02,11,-9
1985,1385,1246,01,12,-11
1985,1437,1268,08,05,3
1985,1207,1210,01,02,-1
1985,1272,1328,02,01,1
1985,1385,1301,01,03,-2
1985,1437,1314,08,02,6
1985,1207,1385,01,01,0
1985,1437,1272,08,02,6
1985,1437,1207,08,01,7
1986,1133,1431,07,10,-3
1986,1177,1438,12,05,7
1986,1181,1290,01,16,-15
1986,1207,1403,04,13,-9
1986,1210,1265,02,15,-13
1986,1242,1299,01,16,-15
1986,1257,1180,02,15,-13
1986,1261,1345,11,06,5
1986,1272,1123,03,14,-11
1986,1277,1449,05,12,-7
1986,1314,1428,03,14,-11
1986,1328,1318,04,13,-9
1986,1330,1452,08,09,-1
1986,1396,1239,09,08,1
1986,1412,1281,06,11,-5
1986,1437,1439,10,07,3
1986,1104,1462,05,12,-7
1986,1114,1323,14,03,11
1986,1120,1112,08,09,-1
1986,1156,1231,14,03,11
1986,1228,1193,04,13,-9
1986,1235,1275,07,10,-3
1986,1246,1172,01,16,-15
1986,1268,1337,05,12,-7
1986,1276,1103,02,15,-13
1986,1298,1409,07,10,-3
1986,1301,1234,06,11,-5
1986,1385,1286,01,16,-15
1986,1386,1350,06,11,-5
1986,1393,1135,02,15,-13
1986,1424,1419,04,13,-9
1986,1443,1304,08,09,-1
1986,1177,1328,12,04,8
1986,1181,1330,01,08,-7
1986,1210,1437,02,10,-8
1986,1242,1396,01,09,-8
1986,1257,1133,02,07,-5
1986,1261,1272,11,03,8
1986,1277,1207,05,04,1
1986,1314,1412,03,06,-3
1986,1104,1228,05,04,1
1986,1120,1385,08,01,7
1986,1156,1386,14,06,8
1986,1235,1276,07,02,5
1986,1246,1443,01,08,-7
1986,1298,1393,07,02,5
1986,1301,1114,06,14,-8
1986,1424,1268,04,05,-1
1986,1120,1424,08,04,4
1986,1246,1104,01,05,-4
1986,1257,1314,02,03,-1
1986,1261,1210,11,02,9
1986,1181,1177,01,12,-11
1986,1242,1277,01,05,-4
1986,1298,1156,07,14,-7
1986,1301,1235,06,07,-1
1986,1257,1120,02,08,-6
1986,1261,1246,11,01,10
1986,1181,1298,01,07,-6
1986,1242,1301,01,06,-5
1986,1181,1242,01,01,0
1986,1257,1261,02,11,-9
1986,1257,1181,02,01,1
1987,1104,1299,02,15,-13
1987,1120,1360,08,09,-1
1987,1122,1228,14,03,11
1987,1181,1401,05,12,-7
1987,1231,1193,01,16,-15
1987,1243,1208,09,08,1
1987,1276,1298,09,08,1
1987,1309,1140,07,10,-3
1987,1314,1335,01,16,-15
1987,1323,1292,05,12,-7
1987,1344,1412,06,11,-5
1987,1395,1267,04,13,-9
1987,1417,1141,04,13,-9
1987,1424,1226,01,16,-15
1987,1461,1438,12,05,7
1987,1462,1281,13,04,9
1987,1177,1256,03,14,-11
1987,1196,1301,06,11,-5
